Event Number,Event Description,Business Unit,Date Created,Date Last Updated,Date of Occurrence,Date of Identification,Estimated Loss,Loss Value,Rationale for Estimated Loss,Total Recovery Amount,Gross Loss Value,Net Loss,Event Status,Event Identifier,Event Type,Event Owner,Risk Driver (Primary Risk Factor),Other Driver1,Other Driver2,Business Unit Caused,Process Caused,Effect Description,Effect Type,Effect Category,Loss Value,Rationale for Gross Loss  Value,Process Impacted,Unit Impacted,General Ledger Impacted,General Ledger Number,Required Actions,Action Owner,Action Due Date,Action Progress Report,Action Status,Recovery Date,Recovery Amount,Recovery Type,Recovery Description
2130,DR Test Observation: Discrepancy in live RSA Trial Balance and the Backup RSA Trial Balance as at July 27 2017,ARM Pensions›Finance and Treasury›Financial Control,8/31/2017 9:32,9/12/2017 17:54,7/27/2017,8/8/2017,"₦1,908,465,590.01",,The difference between the recorded RSA Trial Balance and the recorded Backup RSA Trial Balance,0,0,0,Closed,Lola Olukogbon,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Moji Adenekan,Systems›Data Protection›Inadequate system / data backups,,,,,A reduction in the value of the RSA trial balance in the event of utilising the back up.,Potential Loss,Write-down,,,,,,,Determine cause of discrepancy between the live RSA trial balance and the back trial balance.,Olamilekan Osunneye,9/8/2017,The cause of the difference is due to timing deference,Complete,,,,
2131,DR Test Observation: Weak access control within Ilupeju DR Centre,ARM Pensions›Information Technology›Information Technology,8/31/2017 10:27,9/12/2017 17:52,7/27/2017,7/27/2017,₦0.00,,No monetary costs were incurred as a result of the event.,0,0,0,Closed,Lola Olukogbon,External Fraud›Unauthorised Activities (External)›Contractors/vendors performing unauthourised activities cum activities outside contract agreed.,Eromonse Ohizua,External Events›Client / Customer Relations›Client/Counterparty Failures,,,,,,,,,,,,,,Escalate to ARM to take appropriate action and evict illict occupant,Eromonse Ohizua,7/31/2017,,Complete,,,,
2132,Potential damage to clients’ documents due to warehouse roof leakage ,ARM Pensions›Administration›Administration,9/7/2017 13:03,5/21/2018 8:19,8/25/2017,8/25/2017,₦0.00,,the cost of roof repair is yet to be ascertained,0,0,0,Closed,Lola Olukogbon,Disasters and Other Events›Natural causes›Heavy wind storm resulting in Hail/Roof damage/ Tree collapse / building collapse etc.,Yetunde Alabi,"External Events›Social and Natural Environment›Natural disasters (Fire, floods, etc)",,,,,Potential destruction of client documents,Near Miss,,,,,,,,Admin to source quotes for warehouse roof repairs and temporarily repair the affected areas| Long term plan for warehouse roof repair: Complete overhaul of the warehouse roof in conjunction with the owner of the warehouse,Esther Ukwuoma| Layi Afolabi,2017-09-08| 2018-03-31,,Complete| Complete,,,,
2133,Delay by RU in closing books for the August 2017 due to observed error in MFR 1001,ARM Pensions›Operations›Reconciliation,9/7/2017 16:03,9/12/2017 17:28,9/6/2017,9/6/2017,₦0.00,,Potential fine resulting from Delayed regulatory report,0,0,0,Closed,Adetunji Gbadegesin,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Wrong classification of accounts",Adetunji Gbadegesin,People›Skills›Negligence of duties and responsibilities,,,,,,,,,,,,,,Log the issue with IT for prompt resolution.,Adetunji Gbadegesin,9/6/2017,,Complete,,,,
2136,LOSS OF POWER SUPPLY FOR 27MINS IN SURULERE OFFICE (CALL CENTER),ARM Pensions›Administration›Administration,9/8/2017 11:11,10/11/2017 11:00,9/8/2017,9/8/2017,₦0.00,0,None,0,0,0,Closed,Anuoluwapo Julius,Business Disruption and System Failures›Interruption in services provided by external providers›Power outages,Yetunde Alabi,People›Skills›Performance failure of Support unit,,,,,Man-hour Loss,Near Miss,Reduced operational capacity,0,,,,,,To set threshold limit OF 500 units for subsequent credit recharge,Yetunde Alabi,,,Complete,,,,
2137,Failed Treasury bill Auction Settlement with Rand Merchant Bank due to UBA Custodian's Default,ARM Pensions›Investment Mangement›Investment Mangement,9/12/2017 10:06,10/11/2017 6:53,8/31/2017,9/5/2017,₦0.00,,Trade was settled using the same settlement details.,0,0,0,Closed,Nkem Azinge,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Failure to regularise client instructions",Atiku Audu,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Potential financial loss as a result of default charges,Potential Loss,Loss or Damage to Assets,,,,,,,Discuss with and obtain a waiver from the counterparty and engagement custodian for a process review to deter further recurrence.,Agbolade Atekoja,10/10/2017,,Complete,,,,
2138,Incomplete Bank SM transaction lines for 11th of Sept transaction date leading to delay in uploading statement on Navision for about 6hours.,ARM Pensions›Operations›Reconciliation,9/12/2017 17:21,9/15/2017 9:50,9/12/2017,9/12/2017,₦0.00,0,This led to delay in running EOD for the day.,0,0,0,Closed,Ahmed Shittu,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Transaction not booked or Transaction not registered as and when due",Adetunji Gbadegesin,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Delay in authorizing CTS Upload and approving contribution processed for the day.,Actual Loss,Reduced operational capacity,0,,,,,,Follow up with UPCL for prompt resolution and continue to keep a log of the subsequent incidence.,Adetunji Gbadegesin,9/12/2017,,Complete,,,,
2140,"Equity Trade Omission: 200,000 Diamond Shares Omitted from CBN Portfolio due to failure of counter-party (FBN Securities) to forward Contract Note",ARM Pensions›Investment Mangement›Investment Mangement,9/13/2017 8:02,10/11/2017 8:41,9/12/2017,9/12/2017,₦0.00,,No estimated loss,0,0,0,Closed,Ifeoluwapo Foloru...,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Transaction not booked or Transaction not registered as and when due",Oyekunle Omotayo-...,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Inaccurate portfolio Holding report.,Actual Loss,,,,,,,,Book omitted trades| Follow up with the broker on how to ensure seamless process around sending of contract note. ,Agbolade Atekoja| Oyekunle Omotayo-...,2017-09-12| 2017-09-15,,Complete| Complete,,,,
2141,Persistent Incomplete Migration of Management Fee From Fundware to Navision,ARM Pensions›Information Technology›Information Technology,9/13/2017 10:43,5/28/2019 14:57,9/5/2017,9/5/2017,₦0.00,0.00| 0.00,INEFFICIENT TURNAROUND TIME,0,0,0,Closed,Moji Adenekan,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Moji Adenekan,Systems›System Adequacy›System inadequate for nature of required tasks,,,,,Loss of productive man hours | Potential omissions and erroneous manual input of mgt fee to Navisio n which can result into a Incorrect Mgt fee claim ,Actual Loss| Potential Loss,Reduced operational capacity| Regulatory Action,0.00| 0.00,,,,,,Work with Fundware and Milesoft to ensure there is seemless integration of the two systems as it relate to migration of management fees. | Migration to a new system has been effected. Fundware is no longer in use ,Emmanuel Oladinrin,1/31/2018,The vendor has not been able to provide resolution to this. Work-around has however been provided.,Complete| Complete| Complete| Complete| Complete,,,,
2143,Delay by Custodian in Uploading BankSM on the UPCL Portal for over 2 hours,ARM Pensions›Operations›Reconciliation,9/20/2017 14:09,9/21/2017 7:20,9/20/2017,9/20/2017,₦0.00,0,SYSTEM DOWNTIME,0,0,0,Closed,Aderonke Kelani,"Clients, Products and Business Practices›Improper business or market practices›Delays in product/service delivery or Delays in processing client transactions",Aderonke Kelani,"External Events›Outsourcing›Lack of formalization of relationship with outsourcer (duties, deliverables etc)",,,,,Delays in processing client transactions and loss of productive man hour,Actual Loss,Reduced operational capacity,0,,,,,,Work with the counterparty to ensure the downtime is resolved as soon as possible and continue to keep log of subsequent downtime.,Aderonke Kelani,9/20/2017,,Complete,,,,
2144,Inability to Make Outbound Calls Via 21st Century for about 7 hours (23/9/17-1.50 pm To 25/9/17-8.24 am),ARM Pensions›Information Technology›Information Technology,9/23/2017 15:36,10/11/2017 6:49,9/23/2017,9/23/2017,₦0.00,0,0,0,0,0,Closed,Nathaniel Onanuga,Business Disruption and System Failures›Interruption in services provided by external providers›Telecommunication link outages,Steve Omali,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Inability to make outbound calls leading to loss of productive man  hours.,Potential Loss,Reduced operational capacity,0,,,,,,Switch over to the alternative line - Airtel pending the rectification of the damage fiber cable)| Work with the Vendor to ensure restoration of the main line - 21st Century,Yomi Egbeola| Yomi Egbeola,2017-09-25| 2017-09-30,,Complete| Complete,,,,
2145,Erroneous sales of Jan 2020 FGN Bond from ExxonMobil due to Fundware ability to sell from an empty code that has zero balance- Code 270122A instead of 270122,ARM Pensions›Investment Mangement›Investment Mangement,9/25/2017 10:18,12/21/2018 12:48,9/20/2017,9/25/2017,₦0.00,0,Nil,0,0,0,Closed,Aderemi Awoyemi,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Atiku Audu,Systems›System Adequacy›System inadequate for nature of required tasks,,,,,Incorrect holding report in addition to sending wrong trade mandate to the counterparties,Potential Loss,Reduced operational capacity,0,,,,,,Follow up with the vendor to ensure the anomalies with Fund ware relating to its ability to sell from an empty instrument code is rectified and ensure Completion of FGN Bond Dealslip   in other to ensure that all trade mandates are directly populated from the system,Emmanuel Oladinrin,10/31/2017,,Complete,,,,
2155,Failed Bank Placement (Fidelity -15M) due ZPCL Negligence to Honour Trade Mandate – CBN Fund Portfolio,ARM Pensions›Investment Mangement›Investment Mangement,9/26/2017 14:52,9/29/2017 8:11,9/21/2017,9/26/2017,₦0.00,0,n/a,0,0,0,Closed,Agbolade Atekoja,"Execution, Delivery and Process Management›Non-client counterparty breaches›Failure of counter-party company to honour services to fellow counter-party companies per agreement",Agbolade Atekoja,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Loss of potential interest accrued should the investment went through,Potential Loss,Loss or Damage to Assets,0,,,,,,Follow up with the custodian to represent the mandate and ensure execution.,Agbolade Atekoja,9/26/2017,,Complete,,,,
2156,Erroneous sales of Jan 2022 FGN Bond from ExxonMobil due to Fundware ability to sell from an empty code that has zero balance,ARM Pensions›Investment Mangement›Investment Mangement,9/27/2017 9:35,12/21/2018 12:45,9/25/2017,9/27/2017,₦0.00,,n/a,0,0,0,Closed,Agbolade Atekoja,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Atiku Audu,Systems›System Adequacy›System inadequate for nature of required tasks,,,,,Incorrect holding report in addition to sending wrong trade mandate to the counterparties,Potential Loss,,,,,,,,Follow up with the vendor to ensure the anomalies with Fund ware relating to its ability to sell from an empty instrument code is rectified and ensure Completion of FGN Bond Dealslip in other to ensure that all trade mandates are directly populated from the system,Emmanuel Oladinrin,10/31/2017,,Complete,,,,
2157,Potential negative equity bank statement balance (ExxonMobil) due to delay by custodian (FBN) to honour cash movement mandate before honoring a withdrawal.,ARM Pensions›Investment Mangement›Investment Mangement,9/28/2017 10:20,10/10/2017 9:44,9/25/2017,9/28/2017,₦0.00,0,n/a,0,0,0,Closed,Agbolade Atekoja,"Execution, Delivery and Process Management›Other Process breakdown›Error in other administrative/support processes",Agbolade Atekoja,Process›Adequacy of Procedures›Inadequate / incomplete procedure (Internal communication failure),,,,,Potential overdraft charges to the fund,Potential Loss,Loss of Recourse,0,,,,,,"Going forward, withdrawal request mandate made should be sent for processing after confirmation of available cash balance.",Ireti Ishola,9/29/2017,,Complete,,,,
